"email","start_date","address","region","phone_number","end_date"
"dorathy.hamble@yahoo.com","10/17/14","177 Beechwood Drive,Rockwood,MI,48173","midwest","(734)455-1772",""
"kimie48@comcast.net","8/17/16","840 Pleasant Street,Lewisville,NC,27023","south","(336)954-5622",""
"bieganek83@aol.com","8/6/12","39674 9th ST,Algoma,WI,54201","midwest","(920)419-2546",""
"llauver@gmail.com","10/25/16","537 Walnut Avenue,San Leandro,CA,94578","west","(510)204-3246","10/23/16"
"bickelman90@att.net","9/13/16","180 Front Street North,Reading,PA,19606","midatlantic","(610)951-2502",""
"altha.granson@gmail.com","12/24/14","84238 Durham Road,Las Vegas,NV,89147","west","(702)775-2654",""
"min72@yahoo.com","8/8/16","937 Lafayette Avenue,Willis,TX,77318","southwest","(281)454-5229",""
"vinay.kopkowski@mac.com","","","","",""
"pvanho@mac.com","1/6/15","13202 Canterbury CT,Palm Beach Gardens,FL,33418","south","(954)445-4621",""
"bettina.caban40@gmail.com","7/7/16","58035 Maple Street,Cedar Rapids,IA,52402","midwest","(319)719-9761",""
"gaor44@gmail.com","3/21/16","517 Winding Way,Granby,CT,06035","northest","(860)666-4342",""
"tfadl@yahoo.com","12/27/13","448 Park Drive,Davenport,IA,52804","midwest","(563)249-6899",""
"vihlen62@yahoo.com","6/7/14","3043 Woodland DR,Norcross,GA,30093","south","(404)861-3493",""
"elden42@gmail.com","11/2/16","2397 Meadow Lane APT C,Chicago,IL,60659","midwest","(847)512-1979",""
"cassie.rolfingsmeyer@mac.com","1/13/16","583 Maple Lane,New Prague,MN,56071","midwest","(612)342-1864",""
"fernie.olszewska@yahoo.com","1/14/14","3262 5th Street,Brooklyn,NY,11221","midatlantic","(347)601-1726",""
"roxane.beuttler@gmail.com","1/6/14","6963 Spruce Street,Endicott,NY,13760","midatlantic","(585)373-9959",""
"delaneuville86@yahoo.com","9/30/16","853 Williams Street,Dublin,VA,24084","south","(540)808-3083",""
"holthoff77@att.net","12/15/15","9175 Academy Street,Oak Lawn,IL,60453","midwest","(312)949-2775",""
"rigoberto.broline76@hotmail.com","1/12/16","4126 Clinton Street,Dallas,,75211","southwest","(972)374-5131",""
"jamshid50@gmail.com","9/22/14","644 13th Street,Peralta,NM,87042","southwest","(505)549-7833",""
"ddownum90@yahoo.com","8/8/12","120 South Street,Valley Center,KS,67147","midwest","(316)447-8840",""
"lun.klevan@yahoo.com","10/7/16","2366 Mill ST APT B,Winnabow,NC,28479","south","(910)419-2728",""
"ahourihan@gmail.com","2/29/16","53140 Harrison Street,Oxford,NC,27565","south","(919)777-2285",""
"mckendry33@att.net","8/17/15","81371 Harrison Street,Everett,MA,02149","northest","(781)250-8931",""
"paramjit70@comcast.net","2/13/15","6504 Forest Drive,Colorado Springs,CO,80920","southwest","(719)395-6661",""
"maren.gelner@hotmail.com","8/16/16","815 Valley View Drive,Elyria,OH,44035","midwest","(216)638-2395",""
"cnotter@yahoo.com","12/25/12","607 2nd Avenue,Mangum,OK,73554","southwest","(580)546-7150",""
"bromert86@comcast.net","2/10/16","4528 Hillside AVE,Pittsburgh,PA,15202","midatlantic","(412)395-9364",""
"mdobrowolsky17@yahoo.com","10/12/10","6743 Park Avenue,Shreveport,LA,71109","south","(318)997-1722",""
"danielle.scroggs@att.net","","","","",""
"eris18@hotmail.com","6/6/16","871 Buckingham Drive,Avoca,WI,53506","midwest","(608)525-3295",""
"nonnemacher49@gmail.com","9/14/15","763 Main Street East,Burke,VA,22015","south","(703)307-4681",""
"magdaline55@yahoo.com","6/9/12","7325 Jefferson Avenue,Michie,TN,38357","south","(731)916-5952",""
"bercume78@yahoo.com","","","","",""
"evoniuk80@att.net","9/12/16","7141 Colonial Avenue,Lincoln,RI,02865","northest","(508)588-9140",""
"novark22@gmail.com","9/24/12","394 West Street,Kathleen,GA,31047","south","(478)867-3056",""
"dbruwer95@hotmail.com","","","","",""
"rina87@gmail.com","2/29/16","7282 Park Drive,Providence,RI,02909","northest","(401)554-1625",""
"oleta94@comcast.net","12/12/14","8773 Clinton Street,Cheshire,CT,06410","northest","(203)627-5937",""
"lsherrodd48@aol.com","2/8/16","749 Creek Road,Salem,OR,97303","northwest","(971)430-7334",""
"alldredge83@yahoo.com","7/12/16","6482 12th Street,Huntington Station,NY,11746","midatlantic","(631)545-6292",""
"","","","","",""
"","","","","",""
"cozetta78@att.net","8/17/15","7848 Brookside DR,Palm Desert,CA,92260","west","(760)776-2717",""
"cornelis.schweighardt@aol.com","","","","",""
"yesenia36@mac.com","7/25/15","6639 Broadway,Hudsonville,MI,49426","midwest","(616)822-8152",""
"jgirgen@mac.com","","","","",""
"aric55@yahoo.com","1/17/11","4210 Chestnut Street,Riverdale,GA,30274","south","(678)397-7239",""
"leymaster71@att.net","12/20/16","4208 Maple Lane,Reno,NV,89511","west","(775)292-9278",""
"tracye.rambus@aol.com","","","","",""
"","","","","",""
"polhamus68@yahoo.com","8/5/14","8169 Maple Lane,Laredo,TX,78045","southwest","(956)375-4911",""
"altimore82@gmail.com","2/24/14","566 College ST,Dayton,OH,45414","midwest","(937)212-3956",""
"remi28@outlook.com","8/31/15","8172 Lakeview Drive,Staten Island,NY,10309","midatlantic","(718)864-9292",""
"mayte.govani@hotmail.com","12/20/10","3720 Delaware Avenue,Suwanee,GA,30024","south","(770)699-3737",""
"spinden68@gmail.com","12/6/15","551 Jefferson Avenue,San Benito,TX,78586","southwest","(956)265-1304",""
"ztays32@yahoo.com","6/26/15","9736 Lafayette Avenue,Anaheim,CA,92806","west","(949)977-4084",""
"leshia.sommar@yahoo.com","1/7/14","5270 High Street,Greensboro,NC,27409","south","(336)243-4396","2/16/15"
"donavan87@gmail.com","12/9/14","552 Water Street,Goshen,IN,46526","midwest","(574)424-1537",""
"kotik84@aol.com","2/9/16","4532 Lake Street,San Antonio,TX,78232","southwest","(210)918-5821",""
"deniece.ladner@gmail.com","10/21/16","84813 Warren Street,Homosassa,FL,34446","south","(352)604-2541",""
"delach46@gmail.com","","","","",""
"herschel.huskisson@hotmail.com","11/9/15","4512 Liberty Street,Bronx,NY,10460","midatlantic","(718)862-6242",""
"darla.raiford@yahoo.com","3/22/13","745 River Street,Spring Hill,TN,37174","south","(931)912-5602","7/6/14"
"waynette21@yahoo.com","2/1/16","982 Magnolia Avenue,Palmdale,CA,93550","west","(310)244-1644",""
"catheryn.bhuta@outlook.com","1/20/12","2567 Park Place,Sherman,TX,75092","southwest","(903)898-2203",""
"","","","","",""
"rolinda.sluga@att.net","12/13/11","1283 Ridge Avenue,South Fulton,TN,38257","south","(731)217-7951",""
"eliesinger64@hotmail.com","1/2/12","9880 Jefferson Street,Stamford,CT,06901","northest","(203)782-6413",""
"dauchy88@comcast.net","","","","",""
"","","","","",""
"ute70@yahoo.com","3/10/14","4353 Grant Street,Yonkers,NY,10710","midatlantic","(914)814-6799",""
"lonnie.schine64@comcast.net","2/23/15","2557 Willow Street,Montrose,CO,81403","southwest","(970)884-3626",""
"jutta34@gmail.com","12/22/14","768 Park Place,Houston,TX,77002","southwest","(281)294-4352",""
"mandana86@gmail.com","1/10/15","718 Lafayette Avenue,Buckeye,AZ,85326","southwest","(623)684-1384",""
"mmedynski@gmail.com","6/21/15","4083 Main ST,Yonkers,NY,10701","midatlantic","(914)317-7709",""
"just37@gmail.com","6/27/16","786 Laurel Street,West Orange,NJ,07052","midatlantic","(973)844-3289",""
"dkieke@aol.com","7/31/12","1178 Central Avenue,Little Rock,AR,72206","south","(501)277-5736",""
"cassandra52@hotmail.com","2/21/15","4645 Windsor Court,Seattle,WA,98105","northwest","(206)852-2325",""
"wasyl.khait25@aol.com","5/12/16","562 5th AVE,San Antonio,TX,78249","southwest","(210)493-2436",""
"cathleen.bankowski@yahoo.com","9/12/16","1154 High Street,Holly Springs,NC,27540","south","(919)682-4530",""
"asilldorff@att.net","8/18/15","146 Oak Street,Thousand Oaks,CA,91362","west","(818)782-6284",""
"margery53@att.net","2/11/15","2148 6th ST,Cherry Hill,NJ,08002","midatlantic","(609)216-1056",""
"codson@att.net","9/19/14","7781 Aspen CT,Brooklyn,NY,11201","midatlantic","(212)773-6171",""
"loxterman25@att.net","10/29/10","4274 Spruce ST,Canaan,VT,05903","northest","(802)682-7875",""
"rhea.arcuni78@comcast.net","12/16/13","815 Church Road,Newport Center,VT,05857","northest","(802)629-1307","4/1/15"
"marcey.srack51@yahoo.com","","","","",""
"mol66@aol.com","9/3/12","769 Maple Lane,Boca Raton,FL,33433","south","(954)600-8853","3/8/15"
"lesslie.hrynyk38@gmail.com","8/17/10","648 Franklin Avenue,Dallas,TX,75217","southwest","(469)707-4568",""
"chaldemann@att.net","1/27/16","2161 King Street,Newbury Park,CA,91320","west","(805)952-7444","1/14/16"
"lowanda89@att.net","3/19/16","67729 Vine Street,Myerstown,PA,17067","midatlantic","(717)736-2251",""
"mpalmadessa@gmail.com","9/30/16","3618 West Street,Fort Mill,SC,29715","south","(803)570-8481",""
"sfrio@att.net","9/21/14","3021 Myrtle Avenue,Newark,NJ,07104","midatlantic","(973)703-3567",""
"licciardo97@att.net","1/7/15","231 Meadow Lane,Vancouver,WA,98685","northwest","(360)623-6434",""
"mringfield@gmail.com","8/26/13","8944 Dogwood Drive,Santa Ana,CA,92704","west","(714)264-6662",""
"lyndsay.belles@att.net","4/2/15","45368 Bridge Street,Louisville,KY,40211","south","(502)804-5900",""
"koger@gmail.com","12/29/14","29146 Park Drive,Great Meadows,NJ,07838","midatlantic","(908)394-9820",""
"deana38@hotmail.com","8/15/15","8831 Linden Street,Ellicott City,MD,21042","midatlantic","(301)348-4689",""
"yolonda32@gmail.com","6/19/15","240 Forest Drive,Long Beach,CA,90803","west","(310)957-3515","12/21/15"
"","","","","",""
"vkuchinsky87@yahoo.com","5/10/11","40172 Bank ST,The Villages,FL,32162","south","(352)347-5006",""
"slais98@outlook.com","12/3/14","7817 North Street,Tecumseh,KS,66542","midwest","(785)844-4369","8/30/15"
"angelita.karapetian@gmail.com","12/3/13","545 Mill Road,Staunton,VA,24401","south","(540)523-7850",""
"fouad72@mac.com","2/16/16","2540 Green ST,Lompoc,CA,93436","west","(805)806-7895",""
"ricarda26@att.net","2/20/16","9440 10th Street,Las Vegas,NV,89144","west","(702)266-3195",""
"kdaredia@gmail.com","6/27/16","73444 Oak Lane,Frisco,TX,75034","southwest","(214)472-4041",""
"nshytles47@att.net","12/8/12","7713 Winding Way,Coplay,PA,18037","midatlantic","(610)671-2593",""
"","","","","",""
"sharika.mcswane@gmail.com","2/2/16","704 Devon Road,Houston,TX,77021","southwest","(713)928-6692",""
"sameh.wormsley@yahoo.com","3/31/14","7099 Delaware Avenue,Kent,WA,98042","northwest","(360)316-5334",""
"lyubov90@comcast.net","4/28/14","2706 Main Street,Zion,IL,60099","midwest","(224)876-1079",""
"coupet51@hotmail.com","10/9/15","8299 Pine Street,Rosemead,CA,91770","west","(213)607-5922",""
"wissick72@gmail.com","10/19/15","981 3rd ST,Gilroy,CA,95020","west","(805)459-5052",""
"kgailfus66@att.net","10/27/14","6744 Colonial Drive,West Jordan,UT,84081","southwest","(801)675-5388",""
"meryle.bulk70@gmail.com","","","","",""
"talisa.gernatt@gmail.com","6/16/12","35285 2nd Street East,Florence,SC,29501","south","(843)699-8445",""
"thaddeus46@outlook.com","10/4/13","15615 Main Street West,Brainerd,MN,56401","midwest","(320)968-7371",""
"sbully@gmail.com","7/28/14","2725 Locust Lane,Sterling,VA,20164","south","(571)774-8314",""
"ikuko59@mac.com","5/12/16","7733 Mechanic Street,Phillipsburg,NJ,08865","midatlantic","(908)514-7371",""
"elin41@gmail.com","2/22/13","7380 1st Street,Jacksonville,FL,32209","south","(904)447-6241",""
"ashbach96@mac.com","2/24/14","220 Charles Street,Lindenhurst,NY,11757","midatlantic","(631)850-4273",""
"ravinder.winzenburg@gmail.com","","","","",""
"cicatiello29@yahoo.com","10/12/12","8317 Washington Avenue,Las Vegas,NV,89142","west","(702)659-9754",""
"saffouri34@att.net","","","","",""
"younan40@yahoo.com","","","","",""
"zetta.dasilveira@aol.com","1/11/16","69795 6th Street,San Gabriel,CA,91776","west","(626)985-8193",""
"trombetto89@aol.com","11/12/13","994 Glenwood Avenue,Seattle,WA,98188","northwest","(360)316-2854",""
"mohamad67@att.net","7/29/14","2931 College Street,South Charleston,OH,45368","midwest","(937)294-1719",""
"","","","","",""
"chamberlayne73@gmail.com","7/4/16","711 King Street,Athens,GA,30606","south","(706)686-9592",""
"gichuru29@outlook.com","2/19/13","2139 Main Street South,Dexter,MI,48130","midwest","(734)885-9143",""
"summer.bezick@att.net","1/31/16","983 West Street,Garden City,MI,48135","midwest","(734)553-8462",""
"tbernaski75@comcast.net","8/12/13","7874 Bridge Street,Billerica,MA,01821","northest","(978)661-3040",""
"evelyne.gimpl@yahoo.com","2/22/13","64912 Main Street West,Waterbury,CT,06705","northest","(203)632-3561",""
"lawerence28@gmail.com","11/14/16","3111 Park Avenue,Aurora,CO,80013","southwest","(720)606-1990",""
"wendal85@gmail.com","7/14/14","3734 5th Street North,Miami,FL,33144","south","(786)275-5522",""
"consuella56@aol.com","1/5/15","8270 Main Street West,Gay,GA,30218","south","(770)677-2930",""
"gbloecher@gmail.com","8/1/16","27314 4th Street North,San Jose,CA,95122","west","(408)466-7365",""
"","","","","",""
"delois74@mac.com","2/19/13","1820 Spruce Street,Willow Street,PA,17584","midatlantic","(717)237-4604",""
"jdobberteen40@yahoo.com","7/4/16","959 8th ST,Coronado,CA,92118","west","(858)654-9009",""
"dorris.guenzi@gmail.com","7/18/16","675 Elm Avenue,Seattle,WA,98199","northwest","(206)609-3282",""
"bethann64@hotmail.com","12/19/15","329 7th Avenue,Santa Ana,CA,92701","west","(562)648-1301",""
"ozeruga86@att.net","5/5/14","97081 Green Street,Las Vegas,NV,89115","west","(702)977-9637",""
"","","","","",""
"perfecto.piette@mac.com","7/16/15","38789 Oak Street,North Kingstown,RI,02852","northest","(401)389-8841","11/17/15"
"kiesel61@yahoo.com","8/4/15","905 Prospect Street,Brenham,TX,77833","southwest","(469)937-1356","9/14/15"
"epaist92@att.net","","","","",""
"suzie.bagniewski@yahoo.com","2/11/15","6074 Cottage Street,Lafayette,IN,47909","midwest","(765)616-3517",""
"tfeimer@yahoo.com","12/29/12","8819 Brookside Drive,Rochester,MN,55901","midwest","(507)557-5789",""
"macvittie96@hotmail.com","12/5/15","4145 Bank ST,Bellevue,WA,98007","northwest","(206)516-7752",""
"ronda.chabak@gmail.com","","","","",""
"getsay71@comcast.net","8/23/16","75340 Prospect AVE,Cypress,CA,90630","west","(714)784-7898",""
"corvi51@outlook.com","1/9/14","7737 John ST,Providence,RI,02908","northest","(401)492-6318",""
"salil26@gmail.com","8/26/15","582 Beech Street,Guthrie,OK,73044","southwest","(405)681-9378",""
"lyndall97@att.net","5/16/14","5182 Spring ST,Oceanside,CA,92057","west","(760)769-8129",""
"ligia.macry85@att.net","1/27/14","858 Green Street,Olathe,KS,66062","midwest","(913)879-2181",""
"nohemi52@att.net","1/23/14","62625 Devon Road,Perkasie,PA,18944","midatlantic","(215)591-8004",""
"chalmer.kuth@att.net","10/27/15","5746 Winding Way,Northbrook,IL,60062","midwest","(847)760-5778",""
"ooravsky@gmail.com","4/28/15","5324 6th Street,Rochester,MI,48306","midwest","(248)869-9606",""
"","","","","",""
"darcey.cullingford74@gmail.com","3/9/15","91845 Spruce Street,Sherrard,IL,61281","midwest","(309)643-1731",""
"las.tibben@yahoo.com","","","","",""
"kiyoshi.dautel@att.net","7/20/14","874 Lake Street,Jewell Ridge,VA,24622","south","(276)428-8153",""
"madelynn55@gmail.com","9/12/16","253 New Street,Sesser,IL,62884","midwest","(618)491-9576",""
"thong51@gmail.com","1/21/13","557 Highland Avenue,Grand Rapids,MI,49504","midwest","(616)635-9007",""
"ermold19@att.net","9/21/15","25758 Cottage Street,El Paso,TX,79906","southwest","(915)935-3044",""
"mary-lee91@gmail.com","6/17/15","478 Clinton Street,Shakopee,,55379","midwest","(952)726-1292",""
"nayana.latvis60@hotmail.com","4/29/12","7179 Summit AVE,Newport News,VA,23606","south","(757)200-7791",""
"balsara95@comcast.net","2/11/15","278 Laurel Lane,Newman Lake,WA,99025","northwest","(509)295-4003",""
"nonnie.ulanowski@comcast.net","4/16/16","9767 Main Street East,Keene,NH,03431","northest","(603)692-2094",""
"raizen42@gmail.com","1/12/13","803 Summit Avenue,Barnesville,GA,30204","south","(404)230-7620","9/5/14"
"labao56@outlook.com","12/8/14","9258 4th Street West,Carnegie,PA,15106","midatlantic","(724)433-8004",""
"veniamin74@yahoo.com","8/21/12","615 Aspen Court,Mansfield,OH,44905","midwest","(419)420-9624",""
"mazanet58@yahoo.com","11/20/12","3394 12th Street East,North Hollywood,CA,91605","west","(323)970-4548",""
"kkasunick@mac.com","2/11/13","243 Smith Street,Cottontown,TN,37048","south","(615)234-5661",""
"tiana.zorb27@gmail.com","3/18/13","5855 2nd Street East,Albany,NY,12203","midatlantic","(518)951-7944",""
"cambriano@yahoo.com","7/26/14","21443 Penn Street,Dowagiac,MI,49047","midwest","(269)738-2299",""
"","","","","",""
"tari37@gmail.com","2/26/12","34160 Cambridge Drive,Erie,PA,16503","midatlantic","(814)630-9950",""
"dvonhassel@mac.com","9/9/16","7289 Willow Street,Nickelsville,VA,24271","south","(276)887-3457",""
"clatch40@gmail.com","7/16/14","424 Valley Road,Fishers,IN,46037","midwest","(317)425-1843",""
"fahad.wirawan@att.net","4/4/16","6610 6th ST N,Middletown,NY,10941","midatlantic","(914)331-7446",""
"arsenio.baumgaertel44@yahoo.com","8/14/10","6505 8th Street,Knoxville,TN,37914","south","(865)788-2072","6/17/14"
"lmedvedev71@yahoo.com","2/5/11","7399 7th ST,Marion,IN,46952","midwest","(765)478-1836",""
"igelston@yahoo.com","6/21/12","235 Aspen Court,Baltimore,MD,21214","midatlantic","(410)220-4151",""
"","","","","",""
"derryl72@att.net","6/8/12","5053 Garden Street,New Braunfels,TX,78130","southwest","(210)661-9608",""
"leanore.shatkus@gmail.com","1/17/11","9682 Summit Avenue,Durham,NC,27703","south","(919)306-3066",""
"echristiani@att.net","12/22/16","1326 Grant AVE,Parker,CO,80138","southwest","(303)358-5040",""
"martiny35@gmail.com","12/31/14","11387 Court ST,Rock Rapids,IA,51246","midwest","(712)714-6388",""
"raduazzo23@att.net","9/19/16","37520 School Street,Waldwick,NJ,07463","midatlantic","(201)775-5580",""
"esteff84@gmail.com","6/25/13","3836 Charles ST,Palm,PA,18070","midatlantic","(215)238-2468",""
"cbraganca33@yahoo.com","1/25/16","8424 Magnolia Avenue,Bronx,NY,10453","midatlantic","(917)244-2162","1/12/16"
"thais.bucceri@gmail.com","7/29/11","520 12th ST,Plainfield,IL,60544","midwest","(630)786-4754",""
"rune.elmlinger46@att.net","2/23/13","2967 Water Street,Glencoe,IL,60022","midwest","(847)730-5625",""
"adelfo42@yahoo.com","10/25/14","4393 Water Street,Spring,TX,77379","southwest","(832)687-3526",""
"","","","","",""
"hrepollo92@hotmail.com","10/8/16","852 Mill ST,Port Saint Lucie,FL,34952","south","(772)512-6067",""
"javier54@att.net","6/10/16","226 Oak Avenue,Inwood,NY,11096","midatlantic","(347)901-5791",""
"gerd.sakers68@gmail.com","12/2/14","859 Garden Street,Macon,GA,31211","south","(478)617-2810",""
"miotke69@att.net","","","","",""
"jenita.storkamp@gmail.com","","","","",""
"tdettbarn38@aol.com","8/26/10","569 Henry Street,Jonesport,ME,04649","northest","(207)633-5460",""
"moira92@gmail.com","3/31/16","280 Virginia Avenue,Williamsburg,MA,01096","northest","(413)252-3286",""
"jfucetola90@att.net","4/5/14","1085 Park Place,Glastonbury,CT,06033","northest","(203)698-1007",""
"","","","","",""
"willene.mikler@gmail.com","3/24/15","273 Cherry Street,Arvin,CA,93203","west","(661)498-1379",""
